(-0.25, -0.25) 0 (0, 0) 1 (0, 0) 2 (0, 0) 3 (0, 0) 4 (0, 0) 5 (0, 0) 6 (0, 0) 7 (0, 0) 8 (0, 0) 9 (0, 0) 10 (0, 0) 11 (0, 0) 12 (0, 0) 13 (0, 0) 14 (0, 0) 15 (0, 0) 16 (0, 0) 17 (0, 0) 18 (0, 0) 19 (0, 0) 20 (0, 0) 21 (0, 0) 22 (0, 0) 23 (0, 0) 24 (0, 0) 25 (0, 0) 26 (0, 0) 27 (0, 0) 28 (0, 0) 29 (0, 0) 
(-0.05, -0.25) 0 (0, 0) 1 (0, 0) 2 (0, 0) 3 (0, 0) 4 (0, 0) 5 (0, 0) 6 (0, 0) 7 (0, 0) 8 (0, 0) 9 (0, 0) 10 (0, 0) 11 (0, 0) 12 (0, 0) 13 (0, 0) 14 (0, 0) 15 (0, 0) 16 (0, 0) 17 (0, 0) 18 (0, 0) 19 (0, 0) 20 (0, 0) 21 (0, 0) 22 (0, 0) 23 (0, 0) 24 (0, 0) 25 (0, 0) 26 (0, 0) 27 (0, 0) 28 (0, 0) 29 (0, 0) 
(-0.05, -0.2) 0 (0, 0) 1 (0, 0) 2 (0, 0) 3 (0, 0) 4 (0, 0) 5 (0, 0) 6 (0, 0) 7 (0, 0) 8 (0, 0) 9 (0, 0) 10 (0, 0) 11 (0, 0) 12 (0, 0) 13 (0, 0) 14 (0, 0) 15 (0, 0) 16 (0, 0) 17 (0, 0) 18 (0, 0) 19 (0, 0) 20 (0, 0) 21 (0, 0) 22 (0, 0) 23 (0, 0) 24 (0, 0) 25 (0, 0) 26 (0, 0) 27 (0, 0) 28 (0, 0) 29 (0, 0) 
(-0.05, -0.15) 0 (0, 0) 1 (0, 0) 2 (0, 0) 3 (0, 0) 4 (0, 0) 5 (0, 0) 6 (0, 0) 7 (0, 0) 8 (0, 0) 9 (0, 0) 10 (0, 0) 11 (0, 0) 12 (0, 0) 13 (0, 0) 14 (0, 0) 15 (0, 0) 16 (0, 0) 17 (0, 0) 18 (0, 0) 19 (0, 0) 20 (0, 0) 21 (0, 0) 22 (0, 0) 23 (0, 0) 24 (0, 0) 25 (0, 0) 26 (0, 0) 27 (0, 0) 28 (0, 0) 29 (0, 0) 
(-0.05, -0.1) 0 (0, 0) 1 (0, 0) 2 (0, 0) 3 (0, 0) 4 (0, 0) 5 (0, 0) 6 (0, 0) 7 (0, 0) 8 (0, 0) 9 (0, 0) 10 (0, 0) 11 (0, 0) 12 (0, 0) 13 (0, 0) 14 (0, 0) 15 (0, 0) 16 (0, 0) 17 (0, 0) 18 (0, 0) 19 (0, 0) 20 (0, 0) 21 (0, 0) 22 (0, 0) 23 (0, 0) 24 (0, 0) 25 (0, 0) 26 (0, 0) 27 (0, 0) 28 (0, 0) 29 (0, 0) 
(-0.05, -0.05) 0 (0, 0) 1 (-0.335621, -0.335621) 2 (0, 0) 3 (0, 0) 4 (0, 0) 5 (0, 0) 6 (0, 0) 7 (0, 0) 8 (0, 0) 9 (0, 0) 10 (0, 0) 11 (0, 0) 12 (0, 0) 13 (0, 0) 14 (0, 0) 15 (0, 0) 16 (0, 0) 17 (0, 0) 18 (0, 0) 19 (0, 0) 20 (0, 0) 21 (0, 0) 22 (0, 0) 23 (0, 0) 24 (0, 0) 25 (0, 0) 26 (0, 0) 27 (0, 0) 28 (0, 0) 29 (0, 0) 
(-0.05, -1.38778e-17) 0 (0, 0) 1 (-0.378253, -1.04986e-16) 2 (0, 0) 3 (0, 0) 4 (0, 0) 5 (0, 0) 6 (0, 0) 7 (0, 0) 8 (0, 0) 9 (0, 0) 10 (0, 0) 11 (0, 0) 12 (0, 0) 13 (0, 0) 14 (0, 0) 15 (0, 0) 16 (0, 0) 17 (0, 0) 18 (0, 0) 19 (0, 0) 20 (0, 0) 21 (0, 0) 22 (0, 0) 23 (0, 0) 24 (0, 0) 25 (0, 0) 26 (0, 0) 27 (0, 0) 28 (0, 0) 29 (0, 0) 
(-0.05, 0.05) 0 (0, 0) 1 (-0.335621, 0.335621) 2 (0, 0) 3 (0, 0) 4 (0, 0) 5 (0, 0) 6 (0, 0) 7 (0, 0) 8 (0, 0) 9 (0, 0) 10 (0, 0) 11 (0, 0) 12 (0, 0) 13 (0, 0) 14 (0, 0) 15 (0, 0) 16 (0, 0) 17 (0, 0) 18 (0, 0) 19 (0, 0) 20 (0, 0) 21 (0, 0) 22 (0, 0) 23 (0, 0) 24 (0, 0) 25 (0, 0) 26 (0, 0) 27 (0, 0) 28 (0, 0) 29 (0, 0) 
(-0.05, 0.1) 0 (0, 0) 1 (0, 0) 2 (0, 0) 3 (0, 0) 4 (0, 0) 5 (0, 0) 6 (0, 0) 7 (0, 0) 8 (0, 0) 9 (0, 0) 10 (0, 0) 11 (0, 0) 12 (0, 0) 13 (0, 0) 14 (0, 0) 15 (0, 0) 16 (0, 0) 17 (0, 0) 18 (0, 0) 19 (0, 0) 20 (0, 0) 21 (0, 0) 22 (0, 0) 23 (0, 0) 24 (0, 0) 25 (0, 0) 26 (0, 0) 27 (0, 0) 28 (0, 0) 29 (0, 0) 
(-0.05, 0.15) 0 (0, 0) 1 (0, 0) 2 (0, 0) 3 (0, 0) 4 (0, 0) 5 (0, 0) 6 (0, 0) 7 (0, 0) 8 (0, 0) 9 (0, 0) 10 (0, 0) 11 (0, 0) 12 (0, 0) 13 (0, 0) 14 (0, 0) 15 (0, 0) 16 (0, 0) 17 (0, 0) 18 (0, 0) 19 (0, 0) 20 (0, 0) 21 (0, 0) 22 (0, 0) 23 (0, 0) 24 (0, 0) 25 (0, 0) 26 (0, 0) 27 (0, 0) 28 (0, 0) 29 (0, 0) 
(-0.05, 0.2) 0 (0, 0) 1 (0, 0) 2 (0, 0) 3 (0, 0) 4 (0, 0) 5 (0, 0) 6 (0, 0) 7 (0, 0) 8 (0, 0) 9 (0, 0) 10 (0, 0) 11 (0, 0) 12 (0, 0) 13 (0, 0) 14 (0, 0) 15 (0, 0) 16 (0, 0) 17 (0, 0) 18 (0, 0) 19 (0, 0) 20 (0, 0) 21 (0, 0) 22 (0, 0) 23 (0, 0) 24 (0, 0) 25 (0, 0) 26 (0, 0) 27 (0, 0) 28 (0, 0) 29 (0, 0) 
(-0.05, 0.25) 0 (0, 0) 1 (0, 0) 2 (0, 0) 3 (0, 0) 4 (0, 0) 5 (0, 0) 6 (0, 0) 7 (0, 0) 8 (0, 0) 9 (0, 0) 10 (0, 0) 11 (0, 0) 12 (0, 0) 13 (0, 0) 14 (0, 0) 15 (0, 0) 16 (0, 0) 17 (0, 0) 18 (0, 0) 19 (0, 0) 20 (0, 0) 21 (0, 0) 22 (0, 0) 23 (0, 0) 24 (0, 0) 25 (0, 0) 26 (0, 0) 27 (0, 0) 28 (0, 0) 29 (0, 0) 
(-0.05, 0.3) 0 (0, 0) 1 (0, 0) 2 (0, 0) 3 (0, 0) 4 (0, 0) 5 (0, 0) 6 (0, 0) 7 (0, 0) 8 (0, 0) 9 (0, 0) 10 (0, 0) 11 (0, 0) 12 (0, 0) 13 (0, 0) 14 (0, 0) 15 (0, 0) 16 (0, 0) 17 (0, 0) 18 (0, 0) 19 (0, 0) 20 (0, 0) 21 (0, 0) 22 (0, 0) 23 (0, 0) 24 (0, 0) 25 (0, 0) 26 (0, 0) 27 (0, 0) 28 (0, 0) 29 (0, 0) 
(-1.38778e-17, -0.25) 0 (0, 0) 1 (0, 0) 2 (0, 0) 3 (0, 0) 4 (0, 0) 5 (0, 0) 6 (0, 0) 7 (0, 0) 8 (0, 0) 9 (0, 0) 10 (0, 0) 11 (0, 0) 12 (0, 0) 13 (0, 0) 14 (0, 0) 15 (0, 0) 16 (0, 0) 17 (0, 0) 18 (0, 0) 19 (0, 0) 20 (0, 0) 21 (0, 0) 22 (0, 0) 23 (0, 0) 24 (0, 0) 25 (0, 0) 26 (0, 0) 27 (0, 0) 28 (0, 0) 29 (0, 0) 
(-1.38778e-17, -0.2) 0 (0, 0) 1 (0, 0) 2 (0, 0) 3 (0, 0) 4 (0, 0) 5 (0, 0) 6 (0, 0) 7 (0, 0) 8 (0, 0) 9 (0, 0) 10 (0, 0) 11 (0, 0) 12 (0, 0) 13 (0, 0) 14 (0, 0) 15 (0, 0) 16 (0, 0) 17 (0, 0) 18 (0, 0) 19 (0, 0) 20 (0, 0) 21 (0, 0) 22 (0, 0) 23 (0, 0) 24 (0, 0) 25 (0, 0) 26 (0, 0) 27 (0, 0) 28 (0, 0) 29 (0, 0) 
(-1.38778e-17, -0.15) 0 (0, 0) 1 (0, 0) 2 (0, 0) 3 (0, 0) 4 (0, 0) 5 (0, 0) 6 (0, 0) 7 (0, 0) 8 (0, 0) 9 (0, 0) 10 (0, 0) 11 (0, 0) 12 (0, 0) 13 (0, 0) 14 (0, 0) 15 (0, 0) 16 (0, 0) 17 (0, 0) 18 (0, 0) 19 (0, 0) 20 (0, 0) 21 (0, 0) 22 (0, 0) 23 (0, 0) 24 (0, 0) 25 (0, 0) 26 (0, 0) 27 (0, 0) 28 (0, 0) 29 (0, 0) 
(-1.38778e-17, -0.1) 0 (0, 0) 1 (0, 0) 2 (0, 0) 3 (0, 0) 4 (0, 0) 5 (0, 0) 6 (0, 0) 7 (0, 0) 8 (0, 0) 9 (0, 0) 10 (0, 0) 11 (0, 0) 12 (0, 0) 13 (0, 0) 14 (0, 0) 15 (0, 0) 16 (0, 0) 17 (0, 0) 18 (0, 0) 19 (0, 0) 20 (0, 0) 21 (0, 0) 22 (0, 0) 23 (0, 0) 24 (0, 0) 25 (0, 0) 26 (0, 0) 27 (0, 0) 28 (0, 0) 29 (0, 0) 
(-1.38778e-17, -0.05) 0 (0, 0) 1 (-8.39891e-17, -0.378253) 2 (0, 0) 3 (0, 0) 4 (0, 0) 5 (0, 0) 6 (0, 0) 7 (0, 0) 8 (0, 0) 9 (0, 0) 10 (0, 0) 11 (0, 0) 12 (0, 0) 13 (0, 0) 14 (0, 0) 15 (0, 0) 16 (0, 0) 17 (0, 0) 18 (0, 0) 19 (0, 0) 20 (0, 0) 21 (0, 0) 22 (0, 0) 23 (0, 0) 24 (0, 0) 25 (0, 0) 26 (0, 0) 27 (0, 0) 28 (0, 0) 29 (0, 0) 
(-1.38778e-17, -1.38778e-17) 0 (0, 0) 1 (0, 0) 2 (-2.2302e-16, -2.2302e-16) 3 (-3.38785e-16, -3.38785e-16) 4 (-4.54499e-16, -4.54499e-16) 5 (-5.7019e-16, -5.7019e-16) 6 (-6.85868e-16, -6.85868e-16) 7 (-8.01538e-16, -8.01538e-16) 8 (0, 0) 9 (0, 0) 10 (0, 0) 11 (0, 0) 12 (0, 0) 13 (0, 0) 14 (0, 0) 15 (0, 0) 16 (0, 0) 17 (0, 0) 18 (0, 0) 19 (0, 0) 20 (0, 0) 21 (0, 0) 22 (0, 0) 23 (0, 0) 24 (0, 0) 25 (0, 0) 26 (0, 0) 27 (0, 0) 28 (0, 0) 29 (0, 0) 
(-1.38778e-17, 0.05) 0 (0, 0) 1 (-8.39891e-17, 0.378253) 2 (0, 0) 3 (0, 0) 4 (0, 0) 5 (0, 0) 6 (0, 0) 7 (0, 0) 8 (0, 0) 9 (0, 0) 10 (0, 0) 11 (0, 0) 12 (0, 0) 13 (0, 0) 14 (0, 0) 15 (0, 0) 16 (0, 0) 17 (0, 0) 18 (0, 0) 19 (0, 0) 20 (0, 0) 21 (0, 0) 22 (0, 0) 23 (0, 0) 24 (0, 0) 25 (0, 0) 26 (0, 0) 27 (0, 0) 28 (0, 0) 29 (0, 0) 
(-1.38778e-17, 0.1) 0 (0, 0) 1 (0, 0) 2 (0, 0) 3 (0, 0) 4 (0, 0) 5 (0, 0) 6 (0, 0) 7 (0, 0) 8 (0, 0) 9 (0, 0) 10 (0, 0) 11 (0, 0) 12 (0, 0) 13 (0, 0) 14 (0, 0) 15 (0, 0) 16 (0, 0) 17 (0, 0) 18 (0, 0) 19 (0, 0) 20 (0, 0) 21 (0, 0) 22 (0, 0) 23 (0, 0) 24 (0, 0) 25 (0, 0) 26 (0, 0) 27 (0, 0) 28 (0, 0) 29 (0, 0) 
(-1.38778e-17, 0.15) 0 (0, 0) 1 (0, 0) 2 (0, 0) 3 (0, 0) 4 (0, 0) 5 (0, 0) 6 (0, 0) 7 (0, 0) 8 (0, 0) 9 (0, 0) 10 (0, 0) 11 (0, 0) 12 (0, 0) 13 (0, 0) 14 (0, 0) 15 (0, 0) 16 (0, 0) 17 (0, 0) 18 (0, 0) 19 (0, 0) 20 (0, 0) 21 (0, 0) 22 (0, 0) 23 (0, 0) 24 (0, 0) 25 (0, 0) 26 (0, 0) 27 (0, 0) 28 (0, 0) 29 (0, 0) 
(-1.38778e-17, 0.2) 0 (0, 0) 1 (0, 0) 2 (0, 0) 3 (0, 0) 4 (0, 0) 5 (0, 0) 6 (0, 0) 7 (0, 0) 8 (0, 0) 9 (0, 0) 10 (0, 0) 11 (0, 0) 12 (0, 0) 13 (0, 0) 14 (0, 0) 15 (0, 0) 16 (0, 0) 17 (0, 0) 18 (0, 0) 19 (0, 0) 20 (0, 0) 21 (0, 0) 22 (0, 0) 23 (0, 0) 24 (0, 0) 25 (0, 0) 26 (0, 0) 27 (0, 0) 28 (0, 0) 29 (0, 0) 
(-1.38778e-17, 0.25) 0 (0, 0) 1 (0, 0) 2 (0, 0) 3 (0, 0) 4 (0, 0) 5 (0, 0) 6 (0, 0) 7 (0, 0) 8 (0, 0) 9 (0, 0) 10 (0, 0) 11 (0, 0) 12 (0, 0) 13 (0, 0) 14 (0, 0) 15 (0, 0) 16 (0, 0) 17 (0, 0) 18 (0, 0) 19 (0, 0) 20 (0, 0) 21 (0, 0) 22 (0, 0) 23 (0, 0) 24 (0, 0) 25 (0, 0) 26 (0, 0) 27 (0, 0) 28 (0, 0) 29 (0, 0) 
(-1.38778e-17, 0.3) 0 (0, 0) 1 (0, 0) 2 (0, 0) 3 (0, 0) 4 (0, 0) 5 (0, 0) 6 (0, 0) 7 (0, 0) 8 (0, 0) 9 (0, 0) 10 (0, 0) 11 (0, 0) 12 (0, 0) 13 (0, 0) 14 (0, 0) 15 (0, 0) 16 (0, 0) 17 (0, 0) 18 (0, 0) 19 (0, 0) 20 (0, 0) 21 (0, 0) 22 (0, 0) 23 (0, 0) 24 (0, 0) 25 (0, 0) 26 (0, 0) 27 (0, 0) 28 (0, 0) 29 (0, 0) 
(0.05, -0.25) 0 (0, 0) 1 (0, 0) 2 (0, 0) 3 (0, 0) 4 (0, 0) 5 (0, 0) 6 (0, 0) 7 (0, 0) 8 (0, 0) 9 (0, 0) 10 (0, 0) 11 (0, 0) 12 (0, 0) 13 (0, 0) 14 (0, 0) 15 (0, 0) 16 (0, 0) 17 (0, 0) 18 (0, 0) 19 (0, 0) 20 (0, 0) 21 (0, 0) 22 (0, 0) 23 (0, 0) 24 (0, 0) 25 (0, 0) 26 (0, 0) 27 (0, 0) 28 (0, 0) 29 (0, 0) 
(0.05, -0.2) 0 (0, 0) 1 (0, 0) 2 (0, 0) 3 (0, 0) 4 (0, 0) 5 (0, 0) 6 (0, 0) 7 (0, 0) 8 (0, 0) 9 (0, 0) 10 (0, 0) 11 (0, 0) 12 (0, 0) 13 (0, 0) 14 (0, 0) 15 (0, 0) 16 (0, 0) 17 (0, 0) 18 (0, 0) 19 (0, 0) 20 (0, 0) 21 (0, 0) 22 (0, 0) 23 (0, 0) 24 (0, 0) 25 (0, 0) 26 (0, 0) 27 (0, 0) 28 (0, 0) 29 (0, 0) 
(0.05, -0.15) 0 (0, 0) 1 (0, 0) 2 (0, 0) 3 (0, 0) 4 (0, 0) 5 (0, 0) 6 (0, 0) 7 (0, 0) 8 (0, 0) 9 (0, 0) 10 (0, 0) 11 (0, 0) 12 (0, 0) 13 (0, 0) 14 (0, 0) 15 (0, 0) 16 (0, 0) 17 (0, 0) 18 (0, 0) 19 (0, 0) 20 (0, 0) 21 (0, 0) 22 (0, 0) 23 (0, 0) 24 (0, 0) 25 (0, 0) 26 (0, 0) 27 (0, 0) 28 (0, 0) 29 (0, 0) 
(0.05, -0.1) 0 (0, 0) 1 (0, 0) 2 (0, 0) 3 (0, 0) 4 (0, 0) 5 (0, 0) 6 (0, 0) 7 (0, 0) 8 (0, 0) 9 (0, 0) 10 (0, 0) 11 (0, 0) 12 (0, 0) 13 (0, 0) 14 (0, 0) 15 (0, 0) 16 (0, 0) 17 (0, 0) 18 (0, 0) 19 (0, 0) 20 (0, 0) 21 (0, 0) 22 (0, 0) 23 (0, 0) 24 (0, 0) 25 (0, 0) 26 (0, 0) 27 (0, 0) 28 (0, 0) 29 (0, 0) 
(0.05, -0.05) 0 (0, 0) 1 (0.335621, -0.335621) 2 (0, 0) 3 (0, 0) 4 (0, 0) 5 (0, 0) 6 (0, 0) 7 (0, 0) 8 (0, 0) 9 (0, 0) 10 (0, 0) 11 (0, 0) 12 (0, 0) 13 (0, 0) 14 (0, 0) 15 (0, 0) 16 (0, 0) 17 (0, 0) 18 (0, 0) 19 (0, 0) 20 (0, 0) 21 (0, 0) 22 (0, 0) 23 (0, 0) 24 (0, 0) 25 (0, 0) 26 (0, 0) 27 (0, 0) 28 (0, 0) 29 (0, 0) 
(0.05, -1.38778e-17) 0 (0, 0) 1 (0.378253, -1.04986e-16) 2 (0, 0) 3 (0, 0) 4 (0, 0) 5 (0, 0) 6 (0, 0) 7 (0, 0) 8 (0, 0) 9 (0, 0) 10 (0, 0) 11 (0, 0) 12 (0, 0) 13 (0, 0) 14 (0, 0) 15 (0, 0) 16 (0, 0) 17 (0, 0) 18 (0, 0) 19 (0, 0) 20 (0, 0) 21 (0, 0) 22 (0, 0) 23 (0, 0) 24 (0, 0) 25 (0, 0) 26 (0, 0) 27 (0, 0) 28 (0, 0) 29 (0, 0) 
(0.05, 0.05) 0 (0, 0) 1 (0.335621, 0.335621) 2 (0, 0) 3 (0, 0) 4 (0, 0) 5 (0, 0) 6 (0, 0) 7 (0, 0) 8 (0, 0) 9 (0, 0) 10 (0, 0) 11 (0, 0) 12 (0, 0) 13 (0, 0) 14 (0, 0) 15 (0, 0) 16 (0, 0) 17 (0, 0) 18 (0, 0) 19 (0, 0) 20 (0, 0) 21 (0, 0) 22 (0, 0) 23 (0, 0) 24 (0, 0) 25 (0, 0) 26 (0, 0) 27 (0, 0) 28 (0, 0) 29 (0, 0) 
(0.05, 0.1) 0 (0, 0) 1 (0, 0) 2 (0, 0) 3 (0, 0) 4 (0, 0) 5 (0, 0) 6 (0, 0) 7 (0, 0) 8 (0, 0) 9 (0, 0) 10 (0, 0) 11 (0, 0) 12 (0, 0) 13 (0, 0) 14 (0, 0) 15 (0, 0) 16 (0, 0) 17 (0, 0) 18 (0, 0) 19 (0, 0) 20 (0, 0) 21 (0, 0) 22 (0, 0) 23 (0, 0) 24 (0, 0) 25 (0, 0) 26 (0, 0) 27 (0, 0) 28 (0, 0) 29 (0, 0) 
(0.05, 0.15) 0 (0, 0) 1 (0, 0) 2 (0, 0) 3 (0, 0) 4 (0, 0) 5 (0, 0) 6 (0, 0) 7 (0, 0) 8 (0, 0) 9 (0, 0) 10 (0, 0) 11 (0, 0) 12 (0, 0) 13 (0, 0) 14 (0, 0) 15 (0, 0) 16 (0, 0) 17 (0, 0) 18 (0, 0) 19 (0, 0) 20 (0, 0) 21 (0, 0) 22 (0, 0) 23 (0, 0) 24 (0, 0) 25 (0, 0) 26 (0, 0) 27 (0, 0) 28 (0, 0) 29 (0, 0) 
(0.05, 0.2) 0 (0, 0) 1 (0, 0) 2 (0, 0) 3 (0, 0) 4 (0, 0) 5 (0, 0) 6 (0, 0) 7 (0, 0) 8 (0, 0) 9 (0, 0) 10 (0, 0) 11 (0, 0) 12 (0, 0) 13 (0, 0) 14 (0, 0) 15 (0, 0) 16 (0, 0) 17 (0, 0) 18 (0, 0) 19 (0, 0) 20 (0, 0) 21 (0, 0) 22 (0, 0) 23 (0, 0) 24 (0, 0) 25 (0, 0) 26 (0, 0) 27 (0, 0) 28 (0, 0) 29 (0, 0) 
(0.05, 0.25) 0 (0, 0) 1 (0, 0) 2 (0, 0) 3 (0, 0) 4 (0, 0) 5 (0, 0) 6 (0, 0) 7 (0, 0) 8 (0, 0) 9 (0, 0) 10 (0, 0) 11 (0, 0) 12 (0, 0) 13 (0, 0) 14 (0, 0) 15 (0, 0) 16 (0, 0) 17 (0, 0) 18 (0, 0) 19 (0, 0) 20 (0, 0) 21 (0, 0) 22 (0, 0) 23 (0, 0) 24 (0, 0) 25 (0, 0) 26 (0, 0) 27 (0, 0) 28 (0, 0) 29 (0, 0) 
(0.05, 0.3) 0 (0, 0) 1 (0, 0) 2 (0, 0) 3 (0, 0) 4 (0, 0) 5 (0, 0) 6 (0, 0) 7 (0, 0) 8 (0, 0) 9 (0, 0) 10 (0, 0) 11 (0, 0) 12 (0, 0) 13 (0, 0) 14 (0, 0) 15 (0, 0) 16 (0, 0) 17 (0, 0) 18 (0, 0) 19 (0, 0) 20 (0, 0) 21 (0, 0) 22 (0, 0) 23 (0, 0) 24 (0, 0) 25 (0, 0) 26 (0, 0) 27 (0, 0) 28 (0, 0) 29 (0, 0) 
(0.1, -0.25) 0 (0, 0) 1 (0, 0) 2 (0, 0) 3 (0, 0) 4 (0, 0) 5 (0, 0) 6 (0, 0) 7 (0, 0) 8 (0, 0) 9 (0, 0) 10 (0, 0) 11 (0, 0) 12 (0, 0) 13 (0, 0) 14 (0, 0) 15 (0, 0) 16 (0, 0) 17 (0, 0) 18 (0, 0) 19 (0, 0) 20 (0, 0) 21 (0, 0) 22 (0, 0) 23 (0, 0) 24 (0, 0) 25 (0, 0) 26 (0, 0) 27 (0, 0) 28 (0, 0) 29 (0, 0) 
(0.1, -0.2) 0 (0, 0) 1 (0, 0) 2 (0, 0) 3 (0, 0) 4 (0, 0) 5 (0, 0) 6 (0, 0) 7 (0, 0) 8 (0, 0) 9 (0, 0) 10 (0, 0) 11 (0, 0) 12 (0, 0) 13 (0, 0) 14 (0, 0) 15 (0, 0) 16 (0, 0) 17 (0, 0) 18 (0, 0) 19 (0, 0) 20 (0, 0) 21 (0, 0) 22 (0, 0) 23 (0, 0) 24 (0, 0) 25 (0, 0) 26 (0, 0) 27 (0, 0) 28 (0, 0) 29 (0, 0) 
(0.1, -0.15) 0 (0, 0) 1 (0, 0) 2 (0, 0) 3 (0, 0) 4 (0, 0) 5 (0, 0) 6 (0, 0) 7 (0, 0) 8 (0, 0) 9 (0, 0) 10 (0, 0) 11 (0, 0) 12 (0, 0) 13 (0, 0) 14 (0, 0) 15 (0, 0) 16 (0, 0) 17 (0, 0) 18 (0, 0) 19 (0, 0) 20 (0, 0) 21 (0, 0) 22 (0, 0) 23 (0, 0) 24 (0, 0) 25 (0, 0) 26 (0, 0) 27 (0, 0) 28 (0, 0) 29 (0, 0) 
(0.1, -0.1) 0 (0, 0) 1 (0, 0) 2 (0, 0) 3 (0, 0) 4 (0, 0) 5 (0, 0) 6 (0, 0) 7 (0, 0) 8 (0, 0) 9 (0, 0) 10 (0, 0) 11 (0, 0) 12 (0, 0) 13 (0, 0) 14 (0, 0) 15 (0, 0) 16 (0, 0) 17 (0, 0) 18 (0, 0) 19 (0, 0) 20 (0, 0) 21 (0, 0) 22 (0, 0) 23 (0, 0) 24 (0, 0) 25 (0, 0) 26 (0, 0) 27 (0, 0) 28 (0, 0) 29 (0, 0) 
(0.1, -0.05) 0 (0, 0) 1 (0, 0) 2 (0, 0) 3 (0, 0) 4 (0, 0) 5 (0, 0) 6 (0, 0) 7 (0, 0) 8 (0, 0) 9 (0, 0) 10 (0, 0) 11 (0, 0) 12 (0, 0) 13 (0, 0) 14 (0, 0) 15 (0, 0) 16 (0, 0) 17 (0, 0) 18 (0, 0) 19 (0, 0) 20 (0, 0) 21 (0, 0) 22 (0, 0) 23 (0, 0) 24 (0, 0) 25 (0, 0) 26 (0, 0) 27 (0, 0) 28 (0, 0) 29 (0, 0) 
(0.1, -1.38778e-17) 0 (0, 0) 1 (0, 0) 2 (0, 0) 3 (0, 0) 4 (0, 0) 5 (0, 0) 6 (0, 0) 7 (0, 0) 8 (0, 0) 9 (0, 0) 10 (0, 0) 11 (0, 0) 12 (0, 0) 13 (0, 0) 14 (0, 0) 15 (0, 0) 16 (0, 0) 17 (0, 0) 18 (0, 0) 19 (0, 0) 20 (0, 0) 21 (0, 0) 22 (0, 0) 23 (0, 0) 24 (0, 0) 25 (0, 0) 26 (0, 0) 27 (0, 0) 28 (0, 0) 29 (0, 0) 
(0.1, 0.05) 0 (0, 0) 1 (0, 0) 2 (0, 0) 3 (0, 0) 4 (0, 0) 5 (0, 0) 6 (0, 0) 7 (0, 0) 8 (0, 0) 9 (0, 0) 10 (0, 0) 11 (0, 0) 12 (0, 0) 13 (0, 0) 14 (0, 0) 15 (0, 0) 16 (0, 0) 17 (0, 0) 18 (0, 0) 19 (0, 0) 20 (0, 0) 21 (0, 0) 22 (0, 0) 23 (0, 0) 24 (0, 0) 25 (0, 0) 26 (0, 0) 27 (0, 0) 28 (0, 0) 29 (0, 0) 
(0.1, 0.1) 0 (0, 0) 1 (0, 0) 2 (0, 0) 3 (0, 0) 4 (0, 0) 5 (0, 0) 6 (0, 0) 7 (0, 0) 8 (0, 0) 9 (0, 0) 10 (0, 0) 11 (0, 0) 12 (0, 0) 13 (0, 0) 14 (0, 0) 15 (0, 0) 16 (0, 0) 17 (0, 0) 18 (0, 0) 19 (0, 0) 20 (0, 0) 21 (0, 0) 22 (0, 0) 23 (0, 0) 24 (0, 0) 25 (0, 0) 26 (0, 0) 27 (0, 0) 28 (0, 0) 29 (0, 0) 
(0.1, 0.15) 0 (0, 0) 1 (0, 0) 2 (0, 0) 3 (0, 0) 4 (0, 0) 5 (0, 0) 6 (0, 0) 7 (0, 0) 8 (0, 0) 9 (0, 0) 10 (0, 0) 11 (0, 0) 12 (0, 0) 13 (0, 0) 14 (0, 0) 15 (0, 0) 16 (0, 0) 17 (0, 0) 18 (0, 0) 19 (0, 0) 20 (0, 0) 21 (0, 0) 22 (0, 0) 23 (0, 0) 24 (0, 0) 25 (0, 0) 26 (0, 0) 27 (0, 0) 28 (0, 0) 29 (0, 0) 
(0.1, 0.2) 0 (0, 0) 1 (0, 0) 2 (0, 0) 3 (0, 0) 4 (0, 0) 5 (0, 0) 6 (0, 0) 7 (0, 0) 8 (0, 0) 9 (0, 0) 10 (0, 0) 11 (0, 0) 12 (0, 0) 13 (0, 0) 14 (0, 0) 15 (0, 0) 16 (0, 0) 17 (0, 0) 18 (0, 0) 19 (0, 0) 20 (0, 0) 21 (0, 0) 22 (0, 0) 23 (0, 0) 24 (0, 0) 25 (0, 0) 26 (0, 0) 27 (0, 0) 28 (0, 0) 29 (0, 0) 
(0.1, 0.25) 0 (0, 0) 1 (0, 0) 2 (0, 0) 3 (0, 0) 4 (0, 0) 5 (0, 0) 6 (0, 0) 7 (0, 0) 8 (0, 0) 9 (0, 0) 10 (0, 0) 11 (0, 0) 12 (0, 0) 13 (0, 0) 14 (0, 0) 15 (0, 0) 16 (0, 0) 17 (0, 0) 18 (0, 0) 19 (0, 0) 20 (0, 0) 21 (0, 0) 22 (0, 0) 23 (0, 0) 24 (0, 0) 25 (0, 0) 26 (0, 0) 27 (0, 0) 28 (0, 0) 29 (0, 0) 
